Biomarker Name,Food Source,Biological Sample,Analytic Procedure,Literature name
glycine,-,-,-,ID1877
glycine,-,-,-,ID1889
glycine,-,serum,-,ID1943
glycine,-,serum,-,ID207
glycine,-,-,-,ID1754
glycine,-,Serum,-,ID2673
glycine,hazelnuts,-,-,ID2917
glycine,-,-,-,ID2783
glycine,-,"serum, umbilical cord blood, plasma, breast milk, amniotic fluids",-,ID2924
glycine,-,-,-,ID293
Glycine,Parmigiano Reggiano cheese,-,-,ID3295
glycine,-,"serum, intestinal tissues",Metabolome analyses,ID3262
glycine,dietary methyl donors,serum,-,ID3479
Glycine,-,-,-,ID3591
glycine,-,-,-,ID3750
glycine,-,-,-,ID38
glycine,-,-,-,ID3784
glycine,phytochemical intake; vegetarian diet,-,-,ID4131
Glycine,-,-,-,ID426
glycine,-,whiskers,汛15N measurements,ID4494
glycine,"KGM addition (PFB6.5), PFB (containing KGM), intake of KGM",-,-,ID4364
glycine,-,feathers,-,ID4978
glycine,-,stool,-,ID580
glycine,-,-,-,ID76
Glycine,"high-carbohydrate/low-protein diet (C45P25), low-carbohydrate/high-protein diet (C30P40)",hepatopancreas,-,ID84
glycine,-,-,-,ID85
glycine,Vegetarian diet,Urine,1H NMR spectroscopy,ID855
glycine,Formula milk; Sea buckthorn; Vegetarian diet,urine,-,ID900
glycine,red meat,serum,targeted metabolomics,ID917
glycine,red meat,serum,metabolomics,ID953
glycine,-,-,GC-MS,PMC10021015
Glycine,-,-,-,PMC10021015b
glycine,-,-,-,PMC10394273
glycine,-,-,GC/MS,PMC10651463
glycine,Mediterranean diet,serum,Bruker IVDr Quantification,PMC10725961
glycine,low-fat dairy,-,-,PMC10892314
glycine,choline,plasma,-,PMC11063666
glycine,"red meat (processed, pork, lamb, and beef)",plasma,-,PMC11261406
Glycine,-,-,-,PMC11063666c
glycine,-,-,-,PMC11286987
glycine,-,-,-,PMC11931117
glycine,-,-,-,PMC11979912
glycine,"H-GST diet; control diet (AIN-93G); high Gly, Ser, and Thr diet",liver; plasma,RNA sequencing; metabolomics,PMC11668895
glycine,milk,Plasma,-,PMC12147395
glycine,-,whole blood,-,PMC12204033
glycine,"rye diet, wheat diet, HDF, LDF, pea starch, tapioca starch, corn starch, 24%18%, 12%, 18%, LP, LP + BCAA","plasma, Colon",-,PMC12281987
glycine,chamomile,urine,-,PMC2690728
glycine,-,urine,gas chromatography/mass spectrometry,PMC3408469
glycine,-,-,-,PMC5621665b
glycine,-,-,-,PMC5998778b
Glycine,"vegetables, fish, whole-grain breads, Mediterranean diet",-,-,PMC6356665
glycine,-,-,-,PMC6356665b
glycine,-,-,-,PMC6465680
glycine,-,urine,-,PMC6446318
glycine,-,-,-,PMC7019274
glycine,formula milk,-,-,PMC7400847b
glycine,-,-,-,PMC8150600
glycine,vegan diet,-,-,PMC8634495
glycine,-,-,-,PMC7767148
glycine,-,-,-,PMC9137813
glycine,-,plasma,-,PMC9460359
glycine,-,serum,chromatography,PMC9611411
glycine,dietary ME and CP levels,-,-,PMC9720343
glycinoeclepin B,kidney bean roots,-,-,ID5422
glycine,-,-,-,PMC9926800b
glycitein glucuronide,Food Component/Plant,-,-,PMC8072637
glycitein sulfate,-,-,-,ID318
glycitein sulfate,soy milk; soy products,-,-,PMC8072637
Glycitein,-,urine,photodiode array detection,ID1082
glycitein,soy,-,-,ID1406
glycitein,"soy supplement, soy products",-,-,ID1001
glycitein,-,urine,-,ID1619
glycitein,-,-,-,ID1889
glycitein,fermented or unfermented soybean,"plasma, urine",-,ID2022
glycitein,-,-,-,ID2934
glycitein,"soy, tempe, green soybean, yellow soybean, soybean",-,-,ID3979
glycitein,-,Serum,liquid chromatography mass spectrometry,ID4780
glycitein,-,"serum, urine","liquid chromatography-mass spectrometry, high-performance liquid chromatography diode-array detector electrospray ionization mass spectrometry",ID3809
glycitein,Cruciferous and soya,"Fasting urine, Postprandial urine, 24 h urine","chromatography, LTQ-FT LC-MS, FIE-FTICR-MS, ion exchange NMR, MS, NMR",ID917
glycitein,seeds,-,UHPLC-MS/MS,PMC10146414
glycitein,-,-,-,PMC10273083
glycitein,-,urine or blood,-,PMC11255694b
glycitein,-,-,"HLB cartridge extraction, ESI- mode analysis",PMC12532643
Glycitein,Phytochemical diet,-,-,PMC6356665
glycitein,soy isoflavones,urine,liquid chromatographic separation performed on an Acquity Arc system coupled to an Acquity QDa single quadrupole mass detector,PMC12621142
glycitein,soy isoflavones,-,-,PMC8391519
glycitein,"doenjang, soybean",-,-,PMC8624193
glycitein,-,-,-,PMC8634495
glycitein,isoflavones,urine,-,PMC8895217
glycitin,soy,-,-,ID1406
glycitin,-,-,-,ID1889
Glycitin,-,-,-,ID2953
glycitin,-,-,-,ID2882
glycitin,-,-,LC/MS Neg,PMC5998778b
glycitin,green soybean; soy isoflavones; yellow soybean,-,-,ID3979
Glycitin,-,-,-,PMC9598553
glyco-4-methyl-hexanoic acid,20% Scenedesmus diet,urine,-,PMC6770930b
glycitin,"soybean, fermented soy products, doenjang, cheonggukjang",-,-,PMC8624193
glyco-beta-muricholate,-,-,-,PMC11600117b
glyco-4-methyl-pentanoic acid,-,urine samples,-,PMC6770930b
glycoalkaloids,"Potato tubers, Potato sprout",-,"MALDI, imprint DESI imaging, Cryosectioning to 6 米m coated with DHB pixel size 200 米m, Imprinting or imprinting with solvent extraction or imprinting with heat onto TLC plates pixel size 150-200 米m",ID2354
glycoalkaloids,potatoes,-,-,ID2454
glycoalkaloid,potato tubers,-,MALDI-TOF-IMS,ID1879
glycochenodeoxycholate glucuronide (1),-,-,-,PMC11600117b
glycochenodeoxycholate,-,-,-,ID2963
glycochenodeoxycholate,fruit,-,-,ID1475
glycochenodeoxycholate,-,-,-,ID3117
glycochenodeoxycholic acid,-,-,-,ID1479
glycochenodeoxycholic Acid,-,follicular fluid,-,ID1583
glycochenodeoxycholate,-,serum,-,PMC10517226
glycochenodeoxycholic acid,-,-,-,ID1754
glycochenodeoxycholic-3-sulfate,berries,-,-,PMC10005166
glycochenodeoxycholic acid,-,-,-,PMC11416632
glycocholate sulfate,rice bran,-,-,PMC10136752
glycocholate,fruit,faeces,-,ID1475
glycocholate,-,-,-,PMC11600117b
glycocholate,-,-,-,ID2963
glycocholate,-,-,-,PMC3711173
glycocholate,-,-,-,PMC6533170
Glycocholic acid,-,Fecal,-,ID1032
glycocholic acid,-,follicular fluid,-,ID1583
glycocholic acid,-,-,-,ID167
glycocholic acid,-,-,-,ID3117
glycocholic acid,-,-,-,ID1754
glycocholic acid,-,-,-,PMC10462252
glycocholic acid,-,-,-,PMC11045835
glycocholic acid,-,-,-,PMC10487599
glycocholic acid,High dietary fat,"Plasma, Liver",-,PMC12281987
glycocholic acid,-,-,-,PMC12547770
glycodeoxycholate 3-sulfate,-,-,-,PMC11600117b
glycodeoxycholate sulfate,-,-,-,PMC6533170
Glycocholic acid,-,-,-,PMC6459954
glycodeoxycholates,-,-,-,PMC7198289
glycodeoxycholate,-,-,-,ID3117
glycodeoxycholate,-,-,-,PMC6533170
glycodeoxycholic acid-3-glucuronide,-,plasma,-,ID2313
glycodeoxycholic acid,-,"fecal, serum",-,ID1583
Glycodeoxycholic acid,-,-,-,PMC8494768
glycodoxycholate,-,faecal samples,-,ID1475
glycogen,-,-,-,ID1944
glycogen,-,liver,-,ID3152
glycogen,"disaccharide diet, polysaccharide diet, monosaccharide diets, fructose and glucose diets, starch and sucrose diets, dietary sucrose, dietary starch","serum, muscle, liver","specific commercial kit (Jiancheng Biotech Co., China)",ID3390
glycogen,-,muscle,"anthrone method, spectrophotometrically at 620 nm",ID512
glycolate (hydroxyacetate),-,-,-,PMC11600117b
glycogen,"pelleted food, powdered food","liver, gastrocnemius muscle",-,ID711
glycolate,-,-,-,PMC11134185
glycolate,UPF intake,-,-,PMC11600117
glycolate,-,-,-,PMC5314113
glycolic acid,-,urine,-,ID2673
glycolic acid,-,-,FC,ID207
glycolic acid,-,-,-,PMC10651463
glycolic acid,-,-,-,PMC11045835
glycolic acid,-,-,-,ID2917
glycolic acid,-,-,-,PMC12298331
glycolic acid,-,-,-,PMC5400539b
glycolic acid,-,-,-,PMC6446318
glycolic acid,-,plasma,-,PMC9460359
glycolithocholate sulphate,"fruit, yogurt",-,-,ID1475
Glycolithocholic acid,-,-,-,PMC8494768
glycosyl esters of crocetin,saffron,-,1H NMR,ID1944
glycosyl ceramide,-,-,-,PMC10262995
glycosyl-N-palmitoyl-sphingosine,-,-,-,PMC10262995
glycosyl-N-stearoyl-sphingosine,-,-,-,PMC10262995
glycosylated flavonols,apples,-,MALDI imaging,ID2354
glycosylated haemoglobin,-,-,-,PMC9637604
glycoursodeoxycholate,-,faecal samples,-,ID1475
glycoursodeoxycholate,-,-,-,ID2963
Glycylproline,meat products,-,-,ID1213
glycylleucine,-,-,LC/MS Pos Early,PMC5998778b
Glycylproline,"chips/processed potatoes, meat products, savory snacks, high-energy beverages",-,-,PMC6356665
glycylvaline,-,-,LC/MS Pos Early,PMC5998778b
glycyrrhetinic acid,rowanberry ingredients,-,-,PMC10534112
glycyproline,-,-,-,PMC9460359
glyoxal,-,-,-,ID842
glyoxylic acid,citrus,-,-,PMC7138659
glyphosate,-,urine,"stable isotope dilution, ion chromatography tandem mass spectrometry",PMC8717241
Gly,-,plasma,-,ID1041
gondoic acid,"pelagic fish such as sandeel (Ammodytes sp.), capelin (Mallotus villosus), herring (Clupea harengus), and mackerel (Scomber scombrus)",-,-,ID1970
gondoic acid,-,-,-,ID2483
gondoic acid,-,serum,-,ID4732
gondoic acid,-,"plasma, erythrocyte, plasma phospholipids",-,ID555
gondoic acid,-,-,-,PMC10138823
gondoic acid,-,-,-,PMC10456680
gondoic acid,-,-,calibration curves,PMC10651463
Gondoic Acid,-,-,-,PMC11109270c
Gondoic Acid,-,-,-,PMC6770493
gondoic acid,-,plasma,-,PMC6770493b
gondoic acid,-,-,-,PMC9839987
gossypetin,-,-,-,ID3777
GPC (16:0/18:1),-,-,-,ID3377
grape seed proanthocyanidins,grape seed proanthocyanidins,-,-,PMC5107344
grape seed procyanidin extract,grape seed procyanidin extract,-,-,PMC4235803
green tea polyphenols,green tea,-,-,ID3131
green tea,green tea,-,-,PMC4110595
GSH,-,-,-,PMC6356665b
grilled meat,grilled/barbecued meat,-,-,PMC4110595
Guaiacol glucuronide,-,-,-,ID1234
Guaiacol sulfate,-,-,-,ID1234
guaiacol glucuronide,Coffee,24-h urine,UPLC-qTOF-MS,PMC11327204
guaiacol sulfate,-,-,-,PMC11600117b
guaiacol,coffee,-,-,ID1926
Guaiacol,-,-,-,ID2953
guaiacol,coffee,urine,targeted analysis of selected VOCs,ID1022
guaiacol,-,-,-,PMC10021015
guanidine acetate,-,follicular fluid,-,ID3160
Guaiacol,-,-,-,PMC10021015b
guanidino acetic acid,guanidino acetic acid and betaine added to broiler ducks＊ diets,blood plasma,-,ID3784
guanidinoacetate,-,-,-,PMC11600117b
guanidinoacetate,-,-,LC/MS Pos Early,PMC5998778b
Guanidinoacetate,chicken,-,-,PMC6937850b
Guanidinoacetate,-,urine,-,PMC9258528
guanidinoacetate,chicken,urine,NMR analysis,PMC6937850c
guanidinoacetic acid,-,-,-,ID2702
guanidoacetate,protein intake,-,-,ID1001
guanidinoacetic acid,CreAMINO? feed additive,-,ion chromatography method,ID1448
guanidoacetate,chicken,-,NMR-based metabolomics,ID1271
Guanidoacetate,-,-,-,ID1169
guanidoacetate,chicken,urine,1H-NMR,ID2074
guanidoacetate,chicken,-,-,ID5405
guanidoacetate,Chicken,-,-,ID900
guanidoacetate,-,24-h urine,1H-NMR,PMC11327204
guanine,-,-,-,ID3117
guanine,-,-,-,ID3831
guanine,-,-,colloidal gold clusters,PMC11674540
guanine,-,-,-,PMC11920081b
guanine,-,-,-,PMC5998778b
guanine,-,-,-,PMC12547770
guanine,-,serum,-,PMC6559376
guanine,-,-,-,PMC8176599c
Guanine,-,-,-,PMC9227771
guanosine 2'-monophosphate,-,-,-,PMC5998778b
guanosine 3'-monophosphate,-,-,-,PMC5998778b
guanosine 5'- monophosphate,-,-,LC/MS Polar,PMC5998778b
guanosine monophosphate,-,-,-,PMC12278179
guanosine monophosphate,-,-,-,ID3117
Guanosine monophosphate,-,-,-,PMC9227771
"guanosine-2',3'-cyclic monophosphate",-,-,-,PMC5998778b
"guanosine-3',5'-cyclic monophosphate (cGMP)",-,-,-,PMC11600117b
guanosine,-,-,-,PMC10456680
guanosine,-,-,-,PMC11544950
guanosine,-,-,-,PMC12547770
guanosine,-,-,LC/MS,PMC5998778b
guanosine,navy beans,urine,-,PMC8026539
guanosine,-,-,-,PMC8176599c
Guanosine,-,-,-,PMC9227771
guanosine,"plant-based diet, DASH diet, Southern diet",-,-,PMC9974740
guanylic monophosphate,-,pectoral,-,PMC11532762
GUDCA,-,-,-,PMC9460359
gulonate,wine,plasma,-,PMC10673339
gulonate,vitamin C,-,-,PMC10900193
gulonate,-,-,-,PMC5998778b
"gulonic acid-1,4-lactone",foods based on rye and wheat,-,-,ID4924
guluronic acid oligosaccharides,alginate and its low molecular polymer derivatives,-,-,ID3143
gVL-3'/4'-O-glucuronide,flavan-3-ol,urine,UPLC-tandem MS,PMC6026136
gVL-3'/4'-sulphate,flavan-3-ol intake,urine,quantification,PMC6026136
gVLM,flavan-3-ol intake,"urine (24 h), spot urine",-,PMC6026136
H2S,alginate,-,-,ID3143
haem metabolite,-,-,-,ID1059
haematocrit,-,-,-,PMC9504284
haemoglobin subunit alpha,-,-,proteomic approach,ID4158
haemoglobin,-,Venous blood,-,ID3627
haemoglobin,-,-,-,PMC9504284
halocynthiaxanthin,sea squirt (Halocynthia roretzi),-,-,ID2613
hazelnutin D,-,-,-,ID3750
HbA1c,"whole grains, dietary fibre",-,high-performance liquid chromatography,PMC3545909
HBOA glucoside,wheat BXs,human urine,"PMD analysis, PRM analysis",ID245
HBOA glucuronide,-,human urine,"PMD analysis, PRM analysis",ID245
HBOA glucuronide,-,-,-,ID917
HBOA glycoside,-,-,-,ID917
HBOA sulfate,WG wheat,-,-,ID245
HBOA,"wheat seeds, germ of wheat seeds, WG wheat",human urine,"PMD analysis, PRM analysis",ID245
Hb,-,capillary blood,"finger-prick method, HemoCueHb201+ system, flow cytometry",PMC11617412
HCER 22:0,-,serum,-,ID5089
HDL cholesterol,saturated fats and sugars,-,-,ID2485
HDL cholesterol,-,serum,precipitation of Apo B-containing lipoproteins with magnesium sulfate and dextran sulfate,ID3704
HDL-cholesterol,dietary supplements,serum,spectrophotometer,PMC5629122
HDL,-,-,-,ID3573
helicin,kiwifruit,-,-,PMC12581342
hemagglutination-inhibition antibody,betaine in water,-,hemagglutination-inhibition,ID3784
hematocrit,betaine and/or creatine supplementation,-,-,ID3784
HEMA,-,urine,-,PMC7044065
heme iron,meat,-,-,ID3785
heme iron,red meat,-,-,PMC5872592
heme,-,-,-,ID2712
heme,-,-,-,PMC11600117b
hemipholin,V. faba,-,-,ID1387
hemoglobin A1C,-,-,-,ID4805
hemoglobin acrylamide adduct,-,-,-,PMC4811331
hemoglobin glycidamide adduct,-,-,-,PMC4811331
hemoglobin,-,serum,central laboratory,ID4616
hemoglobin,-,serum,-,ID4805
hemoglobin,-,-,-,ID4948
hemoglobin,-,-,-,PMC5629122
hemoglobin,-,Serum,-,PMC7002016
hemoglobin,iron supplement,blood,Sysmex XN9000,PMC7693785b
heneicosane,-,-,-,ID1229
heneicosenyl-benzenediol-glucuronide,-,-,MS/MS,ID2517
henicosanoic acid,-,-,-,PMC10788194
hept-2-en-1-yl isovalerate,-,-,-,PMC7696221
Heptacosane,-,-,-,ID4172
heptacosane,-,-,-,ID4327
Heptadecanal,-,-,-,ID3546
Heptadecane,orange juice,-,PLS-DA,ID4703
heptadecanoate,dairy products,serum phospholipid,-,ID646
heptadecanoic acid,"full-fat dairy, daily fiber servings, soluble fiber, insoluble fiber",serum,-,ID1026
heptadecanoic acid,Meat,plasma,-,ID1177
heptadecanoic acid,"full-fat dairy, daily fiber servings, soluble fiber, insoluble fiber",serum,-,ID1180
heptadecanoic acid,full-fat dairy and butter,Serum,-,ID1496
Heptadecanoic acid,freshwater fish oil,-,-,ID189
heptadecanoic acid,cheese and yoghurt,-,-,ID2022
heptadecanoic acid,"dairy products, dairy fat, total dairy fat intake, ruminant-based fats",plasma,-,ID207
heptadecanoic acid,-,plasma,-,ID284
heptadecanoic acid,-,-,-,ID408
heptadecanoic acid,dairy intake,-,-,ID421
heptadecanoic acid,herring gull eggs,-,-,ID452
heptadecanoic acid,dairy fat,-,-,ID539
heptadecanoic acid,dairy products,adipose tissue,-,ID561
heptadecanoic acid,dairy products,serum phospholipid,-,ID646
Heptadecanoic acid,-,-,-,PMC10778572
heptadecanoic acid,-,-,-,PMC10788194
heptadecanoic acid,-,-,-,PMC11064513
heptadecanoic acid,"meat, butter, fat and oil",serum and plasma (fasted and nonfasted),-,PMC11317775
heptadecanoic acid,-,serum,-,PMC12281987
heptadecanoic acid,dietary fiber,serum,-,PMC11475553
heptadecanoic acid,ruminant fat,"plasma, hepatic, adipose tissue, circulation, liver tissue, BAT, WATs",-,PMC6151664
heptadecanoic acid,"dairy-fat consumption, dairy consumption, total-fat intake, basal fat, lard fat, fish oil",circulating,-,PMC6266905b
heptadecanoic acid,dairy,whole plasma,-,PMC6770493b
heptadecanoic acid,"dairy products, cow＊s milk, cheese","breast milk, maternal erythrocytes",-,PMC7761074b
heptadecanoic acid,"dietary heptadecenoic acid, 污-linolenic acid, dihomo-污-linolenic acid, docosapentaenoic acid, myristic acid, pentadecanoic acid, palmitic acid, heptadecanoic acid, stearic acid, palmitoleic acid, oleic acid, linoleic acid, 汐-linolenic acid, CLA, arachidic acid, vaccenic acid",serum,-,PMC6860655
heptadecanoic acid,full-fat dairy,serum,-,PMC9227758
heptadecanoic acid,meat,"plasma, RBCs",-,PMC9839995
heptadecanoic,dairy,-,-,PMC4310362
heptadecanoyl-carnitine,fish or meat,-,-,PMC10456543
heptadecasphingosine,-,-,-,ID2880
heptadecenoic acid,Meat,plasma,-,ID1177
heptadecenoic acid,-,Serum,-,ID1496
heptadecenoic acid,-,-,-,ID1633
heptadecenoic acid,Mediterranean diet,-,-,PMC10138823
heptadecenoic acid,meat,"plasma, RBCs",-,PMC9839995
heptan-2-one,-,-,-,PMC11327204
heptan-2-one,"cheese, milk",plasma,-,ID1729
heptan-4-one,-,-,-,PMC11327204
heptan-4-one,"cheese, milk, soy-based drink",urine (6 h pool),-,ID1729
heptanal,-,-,-,ID3750
heptanal,-,-,-,ID1229
heptanal,Scenedesmus,"liver, urine",-,PMC6770930b
heptane,-,-,-,ID2279
heptanoate,Nut consumption,-,-,PMC10940775
heptanoate,plant protein,-,untargeted approach,PMC10257224
Heptanoate,-,-,-,PMC4720261
heptanoate,triheptanoin,-,-,PMC5621665
heptanoate,-,-,-,PMC5998778b
heptanoic acid,-,-,-,ID1264
heptanoic acid,-,-,-,ID3750
heptanoic acid,Triheptanoin,-,-,ID443
heptanoic acid,-,-,-,PMC9951262
heptenal,Scenedesmus,"liver, urine",-,PMC6770930b
heptenedioate (C7:1-DC),-,-,-,PMC11600117b
heptenedioate (C7:1-DC),total cheese,-,-,PMC7600452
heptenedioate,total cheese,-,-,PMC8072637
heptenoylcarnitine,-,-,-,ID1479
Heptyl acetate,-,-,-,ID4703
hericenone D,Hericium erinaceus,"Pellet, fruiting bodies",MALDI,ID2354
hericenone G,Hericium erinaceus (edible mushroom),-,high spatial resolution AP-MALDI imaging,ID2354
hericenones,Hericium erinaceus,"Pellet, fruiting bodies",MALDI,ID2354
hesperaline,-,-,-,PMC7696221
hericerin,Hericium erinaceus (edible mushroom),fruiting bodies; submerged cultures,high spatial resolution AP-MALDI imaging,ID2354
Hesperedin/neohesperedin,-,-,-,ID3740
hesperetin 3'-glucuronide,citrus,serum,metabolomics platform,PMC11475530b
hesperetin 3'-O-glucuronide,Citrus,Urine,UPLC-QTOF-Micro UPLC-LTQ-Orbitrap,ID900
hesperetin 7-glucuronide,citrus,-,metabolomics platform,PMC11475530b
hesperetin 3∩-O-glucuronide,-,-,"comparison with standards, retention time, accurate mass of parent ion, in source glucuronide loss, UV spectra, Collision Induced Dissociation retro-Diels?Alder fragments",ID4730
hesperetin 7-O-neohesperidoside,coix,-,-,PMC9598553
hesperetin 7-rutinoside,"millet, coix",-,-,PMC9598553
hesperetin 7-sulfate,citrus,-,metabolomics platform,PMC11475530b
Hesperetin C-hexosyl-O-hexosyl-O-hexoside,Flavone C-glycosides,-,-,PMC9598553
Hesperetin glucuronide sulfate,chocolate products,-,-,ID1234
hesperetin glucuronide/homoeriodictyol glucuronide,citrus fruits; orange; total fruits,-,Spearman correlation analysis,ID1051
Hesperetin glucuronide,Citrus fruit,-,-,ID1234
Hesperetin glucuronide,"orange, citrus",-,MS/MS,ID2867
hesperetin glucuronide,orange juice,urine (3-h postprandial),-,ID5494
hesperetin glucuronide,Citrus,-,UPLC-qTOF-MS,ID900
hesperetin glucuronide,"citrus fruits especially, orange juice",-,-,PMC11327204
Hesperetin O-malonylhexoside,-,-,-,PMC9598553
hesperetin-3-glucuronide,-,-,-,ID917
hesperetin-7-glucoside,-,-,-,PMC3575927
hesperetin,"orange juice, orange, mandarin",plasma,-,ID1114
hesperetin,"all fruits, berries, juices, fruit juice, combined fruit and fruit juice, citrus fruit, oranges, orange juice, citrus foods, citrus-containing foods","24-hour urine samples, spot urine samples, 72-hour urine samples",-,ID1001
hesperetin,-,-,-,ID1619
hesperetin,"flavonoid supplement, citrus flavonoid",urine,liquid chromatography-mass spectrometry,ID226
hesperetin,-,fasting plasma,-,ID2882
Hesperetin,-,-,-,ID3974
hesperetin,citrus,"urine, plasma",-,ID4131
hesperetin,orange,spot urine,-,ID4432
hesperetin,"coffee, wine, tea, chocolate, citrus juice",urine,-,ID606
hesperetin,"orange juice, grapefruit juice","plasma, urine",analytical methods allowing the measurement of naringenin and hesperetin concentrations in plasma and urine,ID511
hesperetin,citrus fruit; orange,spot urine,-,ID855
hesperetin,Citrus; Combination of fruits and/or fruit juices; Orange/Citrus,Urine,HPLC-ESI-MS/MS; UPLC-QTOF-Micro UPLC-LTQ-Orbitrap; UPLC-qTOF-MS,ID900
hesperetin,-,-,-,ID971
hesperetin,wine,urine,-,PMC10673339
hesperetin,fruits and vegetables,-,UHPLC-MS/MS,PMC10146414
hesperetin,"citrus fruits, orange juice, citrus fruits and juices",urine (24 h),-,PMC11327204
hesperetin,specific fruit and vegetable intake,-,-,PMC11602792
hesperetin,flavonoids from fruits and vegetables (FV),urine,targeted panel,PMC12512150
hesperetin,citrus juices,urine,HPLC-tandem MS,PMC2690728
hesperetin,citrus fruit/juice,urine (24 h),isotope dilution electrospray ionization orbitrap LC isotope dilution orbitrap MS after hydrolysis with glucuronidase and sulfatase and liquid-liquid extraction,PMC4442116
hesperetin,orange juice,"plasma, urine",-,PMC4477246
hesperetin,"citrus fruits/juices, citrus fruits, fruits and vegetables",urine (24 h),-,PMC5579590
hesperetin,Flavanones,-,-,PMC5644282
Hesperetin,"fruit, fruit juice, total fruits and fruit juices",urine (24 h),-,PMC7840580
hesperetin,"Citrus species (including C. aurantifolia, C. aurantium, C. clementina, C. grandis, C. unshiu, C. hystrix, C. limon, C. paradisi, C. limonimedica, C. medica, C. reticulata, and C. sinensis), citrus fruits",-,-,PMC8510114
hesperetin,-,-,-,PMC8634495
hesperidin,-,-,-,ID1059
hesperidin,Sweet orange leaves and petioles,-,"MALDI-TOF/TOF, DHB and 汐-CHCA",ID1879
hesperidin,-,-,HR-MAS NMR,ID2810
hesperidin,"Citrus samples, Zanthoxlyum samples",-,MN integrated with chemometrics,ID1883
hesperidin,-,-,-,ID2870
hesperidin,-,-,-,ID2882
hesperidin,-,-,-,ID3467
hesperidin,Brassicaceae microgreens,-,-,ID3535
Hesperidin,-,-,-,ID3935
hesperidin,"citrus, almonds","urine, plasma",-,ID4131
hesperidin,-,-,-,ID4213
hesperidin,citrus juice,urine,-,ID606
hesperidin,citrus,-,-,PMC11566247
hesperidin,orange,-,-,ID879
hesperidin,"citrus fruits such as oranges, lemons, and grapefruits",human plasma and urine samples,-,PMC3575927
hesperidin,red algae,-,-,PMC5403934
hesperidin,-,stool,-,PMC5654571
hesperidin,-,-,-,PMC7145309
hesperidin,-,-,-,PMC9247553
hesperidin,"Citrus species (including C. aurantifolia, C. aurantium, C. clementina, C. grandis, C. unshiu, C. hystrix, C. limon, C. paradisi, C. limonimedica, C. medica, C. reticulata, and C. sinensis), citrus fruits, sweet orange, lemon",-,-,PMC8510114
hesperitin 3'-glucuronide,citrus,serum,metabolomics platform,PMC11475530b
hesperitin glucuronide,broccoli,spot urine,-,ID1001
hesperitin glucuronide,broccoli,urine,-,ID4924
Hesperitin hydrogen sulfate,citrus,-,-,PMC7400617b
hesperitin,phytochemical consumption,stool,-,PMC5654571
heterocyclic amines,-,-,accelerator mass spectrometry,ID5562
heterocyclic amine,meat,-,-,PMC4110595
heterophils:lymphocytes ratio,betaine; creatine,-,-,ID3784
heterophils,betaine,-,-,ID3784
Hex2Cer (d18:1/24:1),-,-,-,PMC9182888
Hex3Cer (d18:1/24:1),-,-,-,PMC9182888
hexachlorobenzene,diatoms,"amphipods, sediments",as described in Johansen et al. (2021) with adjustments for biotic samples,ID1309
hexachlorobenzene,shellfish,cord blood,-,ID4927
hexadecadienoate,-,plasma,-,PMC10317312
Hexadecanamide,cold CSL- and Fon-produced ogi,-,-,ID3110
hexadecanamide,-,-,-,PMC10776939
hexadecanedioate,rice bran,-,-,PMC10136752
hexadecanedioate,-,-,-,PMC5654571
hexadecanedioate,-,-,LC/MS Neg,PMC5998778b
hexadecanedioic acid,-,-,-,PMC7600507
Hexadecane,honey,-,ultrasound-assisted liquid每liquid extraction with dichloromethane,ID4172
Hexadecane,-,-,-,ID4703
hexadecane,-,-,-,PMC9506141
hexadecanoic acid methyl ester,-,-,-,PMC9506141
"Hexadecanoic acid, 4-methyl-, (R)-",authentic Italian GP PDO cheese,-,-,ID3546
"Hexadecanoic acid, methyl ester","maize, ogi",-,-,ID3110
hexadecanoic acid,seed extract,-,-,ID103
"hexadecanoic acid, methyl ester",maize,-,-,PMC10776939
hexadecanoic acid,"butter, cheese, milk, meat",-,-,ID639
hexadecenedioate (C16:1-DC),-,-,-,PMC11600117b
"hexadecenoic acid, Z-11",-,-,-,PMC9506141
hexadecenedioate,wine,plasma,-,PMC10673339
hexadecenoic acid,-,plasma,-,ID1758
hexadecenoic,-,-,-,PMC4310362
hexahydrocurcuminol,-,-,-,ID3231
hexahydrocurcumin,-,liver cell suspensions,-,ID3231
hexahydroxydiphenyl,-,-,-,ID5526
"hexanal, 2-ethyl-",-,-,-,ID3750
hexanal,-,-,-,ID1229
hexanal,"berries, seeds, soy products",-,-,ID1278
hexanal,-,-,-,ID3750
Hexanal,"Hunan orange, Jiangxi, Fujian, Hubei, Guangxi, Chongqing",-,-,ID4703
hexanal,Scenedesmus,"liver, urine",-,PMC6770930b
hexanal,-,-,-,PMC7696221
hexanedioic acid,-,-,-,ID2917
hexanoate,-,plasma,-,ID2473
hexanoic acid,dairy products,serum,semiquantitative analyses,ID207
hexanoic acid,-,faecal sample,-,ID1416
hexanoic acid,-,"stool samples, feces",targeted metabolomics using GC-MS/MS,ID2674
hexanoic acid,-,feces,-,ID234
hexanoic acid,-,-,-,ID2994
hexanoic acid,-,-,-,ID3750
hexanoic acid,-,-,-,ID3777
hexanoic acid,-,-,-,ID4736
hexanoic acid,green and yellow vegetables and seaweed,urine,-,PMC10501039
hexanoic acid,"coconut oil, goat＊s milk, cow＊s milk butter",-,-,ID639
hexanoic acid,-,rumen,-,PMC11657120
hexanoic acid,-,-,-,PMC10702975
